isin,trade_date,settlement_date,counterparty,region,instrument_type,currency,notional_value,coupon_rate,yield_spread,settlement_method,trade_channel,previous_settlement_fails,counterparty_risk_score,ssi_valid,time_to_settle_days,settlement_status,fail_reason,trade_month,high_notional_flag,interest_to_yield_ratio
DE4MBKCVB490,2025-10-19,2025-10-20,Barclays UK,EMEA,Municipal Bond,USD,3641406.24,3.32,1.16,FOP,RFQ,0,0.16,1,1,0,None,10,0,2.84
FRNGZ7NX6062,2025-10-29,2025-11-01,HSBC,EMEA,Corporate Bond,USD,4961646.01,3.71,0.55,DVP,Voice,0,0.18,0,3,0,None,10,0,6.62
JP6WWT1YRNA7,2025-09-16,2025-09-19,JP Morgan,AMER,Corporate Bond,USD,4931338.98,3.36,0.9,DVP,RFQ,0,0.99,1,3,0,None,9,0,3.69
DEUAWMJWTQX5,2025-09-15,2025-09-17,BNP Paribas,AMER,Sovereign Bond,JPY,2184401.37,2.23,1.75,DVP,Voice,0,0.0,0,2,0,None,9,0,1.27
USEUM9V5BQL4,2025-09-25,2025-09-27,Barclays UK,APAC,Municipal Bond,GBP,2308898.31,4.19,2.09,FOP,Voice,0,0.31,0,2,0,None,9,0,2.0
FRPWS4VX6Z56,2025-09-24,2025-09-27,JP Morgan,APAC,Sovereign Bond,EUR,1711492.15,5.25,2.8,DVP,Chat,0,0.23,1,3,1,Counterparty Mismatch,9,0,1.87
FREBLSXFTQD0,2025-11-06,2025-11-08,Deutsche Bank,AMER,Municipal Bond,USD,2780660.58,2.43,1.5,DVP,RFQ,1,0.23,1,2,0,None,11,0,1.61
FR5GUNDRLJO0,2025-10-27,2025-10-30,BNP Paribas,APAC,Corporate Bond,EUR,5528632.68,3.77,1.61,DVP,Chat,1,0.99,0,3,0,None,10,1,2.33
GB8DGLQVBUE3,2025-10-04,2025-10-05,HSBC,EMEA,Municipal Bond,JPY,103079.02,3.37,0.58,DVP,Voice,0,0.71,1,1,0,None,10,0,5.71
GBL7P41LT5C2,2025-10-17,2025-10-19,Barclays UK,EMEA,Corporate Bond,JPY,3200282.36,6.98,1.39,DVP,Chat,2,0.84,0,2,0,None,10,0,4.99
FRT6ZWAPAYH2,2025-09-24,2025-09-27,BNP Paribas,APAC,Corporate Bond,JPY,2722173.23,4.03,0.94,DVP,FIX API,1,0.02,0,3,0,None,9,0,4.24
GBDQ35Y48BE0,2025-09-15,2025-09-18,Barclays UK,AMER,Sovereign Bond,USD,2917923.99,1.9,0.29,DVP,Voice,0,0.34,0,3,0,None,9,0,6.33
FROKW12M1NO3,2025-11-03,2025-11-06,JP Morgan,APAC,Municipal Bond,EUR,294278.63,7.08,2.9,DVP,Chat,0,0.3,0,3,0,None,11,0,2.43
INYIH8JX9JU3,2025-11-07,2025-11-08,Citibank,APAC,Agency Bond,USD,9058697.37,4.61,1.87,DVP,RFQ,2,0.9,0,1,0,None,11,1,2.45
JPCP3ZXQROF8,2025-09-15,2025-09-16,BNP Paribas,APAC,Sovereign Bond,USD,8772109.01,3.08,2.92,DVP,FIX API,0,0.71,0,1,0,None,9,1,1.05
FR9K2CLICQ93,2025-10-24,2025-10-25,Barclays UK,AMER,Sovereign Bond,USD,6902597.48,3.03,2.5,FOP,FIX API,1,0.15,1,1,0,None,10,1,1.21
JPHXU45GRA06,2025-10-06,2025-10-08,BNP Paribas,EMEA,Sovereign Bond,GBP,8594440.39,2.18,2.55,FOP,FIX API,1,0.3,0,2,0,None,10,1,0.85
US8NVWHR3HI4,2025-10-31,2025-11-03,JP Morgan,EMEA,Agency Bond,JPY,9371658.52,1.66,2.84,DVP,RFQ,0,0.82,1,3,0,None,10,1,0.58
FRUDN1CJ7EP0,2025-09-20,2025-09-21,Barclays UK,EMEA,Corporate Bond,USD,826656.62,2.81,1.12,DVP,RFQ,1,0.6,1,1,0,None,9,0,2.49
INFZHGCCIUZ2,2025-11-09,2025-11-12,HSBC,EMEA,Corporate Bond,JPY,5912314.69,1.7,2.16,FOP,Chat,1,0.4,1,3,0,None,11,1,0.78
USVI3D8Y6Z16,2025-10-02,2025-10-03,JP Morgan,EMEA,Municipal Bond,GBP,7222783.9,6.37,2.42,DVP,Chat,0,0.26,0,1,0,None,10,1,2.62
GBOOY3FDXMB8,2025-09-28,2025-09-30,JP Morgan,AMER,Municipal Bond,USD,3944995.58,2.68,2.28,FOP,Voice,0,0.01,1,2,0,None,9,0,1.17
INAJ0ELQXLD3,2025-11-01,2025-11-04,HSBC,EMEA,Corporate Bond,GBP,1374816.23,2.44,2.31,FOP,Voice,0,0.97,0,3,0,None,11,0,1.05
DEGS6Y2VZ9H4,2025-10-23,2025-10-25,Citibank,AMER,Sovereign Bond,EUR,8308787.62,0.97,0.37,FOP,Voice,0,0.35,1,2,0,None,10,1,2.55
JP06B4LA8JD5,2025-11-09,2025-11-12,Citibank,APAC,Municipal Bond,EUR,9260113.0,4.22,1.54,FOP,Voice,0,0.21,0,3,0,None,11,1,2.72
INW1PRLPHAH9,2025-11-11,2025-11-13,Citibank,EMEA,Corporate Bond,EUR,3989705.41,1.97,1.08,FOP,Voice,0,0.51,0,2,0,None,11,0,1.81
GBCVMU1FKMT6,2025-11-12,2025-11-14,BNP Paribas,EMEA,Municipal Bond,EUR,7609508.18,4.59,2.03,FOP,Voice,1,0.86,0,2,0,None,11,1,2.25
INHGHA8WESI5,2025-11-05,2025-11-08,BNP Paribas,AMER,Municipal Bond,JPY,7194744.52,1.52,2.54,DVP,RFQ,1,0.18,0,3,0,None,11,1,0.6
US8YLSHPL408,2025-11-05,2025-11-06,JP Morgan,APAC,Agency Bond,EUR,1566664.99,3.15,0.52,FOP,RFQ,1,0.27,0,1,0,None,11,0,5.94
INNL0FDRJDW8,2025-09-17,2025-09-18,Barclays UK,APAC,Agency Bond,JPY,6801501.47,1.16,0.42,DVP,Chat,1,0.14,1,1,0,None,9,1,2.7
GB75U754TFE5,2025-09-22,2025-09-25,JP Morgan,APAC,Sovereign Bond,EUR,9832246.87,4.55,2.89,FOP,RFQ,0,0.3,0,3,0,None,9,1,1.57
USUQYS95D1D9,2025-11-08,2025-11-09,Barclays UK,EMEA,Corporate Bond,JPY,568839.05,6.31,0.17,FOP,Chat,0,0.73,0,1,0,None,11,0,35.06
FREPBVVCSUV7,2025-10-31,2025-11-03,HSBC,AMER,Municipal Bond,USD,2970474.34,2.92,2.9,DVP,FIX API,0,0.66,1,3,0,None,10,0,1.0
FRNVT17TV008,2025-09-25,2025-09-27,HSBC,APAC,Agency Bond,USD,3971932.96,0.75,2.31,DVP,Chat,0,0.16,1,2,0,None,9,0,0.32
USVX06LLYGH9,2025-10-06,2025-10-07,Citibank,APAC,Agency Bond,JPY,3728440.36,4.93,2.32,FOP,FIX API,0,0.18,1,1,0,None,10,0,2.12
USYVT3EP1MJ1,2025-10-06,2025-10-08,HSBC,APAC,Agency Bond,USD,3634776.09,1.64,0.93,FOP,Chat,0,0.93,1,2,0,None,10,0,1.74
USANO4E7XEY7,2025-10-19,2025-10-22,Citibank,EMEA,Sovereign Bond,JPY,918992.43,1.76,0.47,FOP,Voice,0,0.5,0,3,0,None,10,0,3.67
GBY4FX1U6QK8,2025-11-11,2025-11-12,Citibank,APAC,Municipal Bond,GBP,8822677.47,3.81,2.68,DVP,FIX API,1,0.45,1,1,0,None,11,1,1.42
US39VNBDVBX5,2025-09-28,2025-09-29,Barclays UK,EMEA,Municipal Bond,EUR,1684843.25,2.26,2.28,FOP,FIX API,0,0.17,1,1,0,None,9,0,0.99
FRW1DICZ0WQ4,2025-09-16,2025-09-18,Citibank,APAC,Sovereign Bond,EUR,6919143.98,3.81,0.38,FOP,Voice,0,0.85,0,2,0,None,9,1,9.77
DEAUGJP43215,2025-10-20,2025-10-22,Citibank,EMEA,Agency Bond,USD,6709997.28,3.3,2.74,DVP,Chat,1,0.05,1,2,0,None,10,1,1.2
GBD819QWAQF0,2025-09-25,2025-09-26,Barclays UK,AMER,Sovereign Bond,EUR,9869573.07,4.58,2.41,FOP,FIX API,2,0.15,0,1,0,None,9,1,1.89
USYPLASGXYG5,2025-10-16,2025-10-17,HSBC,AMER,Corporate Bond,EUR,2218466.8,3.75,2.74,FOP,FIX API,0,0.64,1,1,0,None,10,0,1.36
INO1GQSQJKC9,2025-10-31,2025-11-03,JP Morgan,EMEA,Sovereign Bond,USD,3582399.92,5.16,2.35,FOP,FIX API,0,0.45,1,3,0,None,10,0,2.19
INAP0RY5I3V9,2025-10-03,2025-10-06,JP Morgan,AMER,Sovereign Bond,GBP,9223705.28,3.97,2.79,FOP,Voice,3,0.35,1,3,0,None,10,1,1.42
FRIXFTUT25T6,2025-09-17,2025-09-20,Citibank,EMEA,Corporate Bond,JPY,9015618.52,5.19,0.57,FOP,FIX API,0,0.05,0,3,0,None,9,1,8.95
DEMZLDQMZU87,2025-10-31,2025-11-02,BNP Paribas,AMER,Municipal Bond,GBP,6220324.49,4.19,0.11,FOP,Voice,0,0.44,1,2,0,None,10,1,34.92
JPON2S5JGMY8,2025-11-05,2025-11-08,Deutsche Bank,AMER,Corporate Bond,JPY,9918526.19,6.66,1.0,FOP,FIX API,0,0.59,1,3,0,None,11,1,6.59
USQNZ2SQYKP6,2025-11-04,2025-11-05,Citibank,APAC,Sovereign Bond,USD,9899084.51,3.48,1.57,DVP,FIX API,0,0.65,0,1,0,None,11,1,2.2
FRD76AOVL2U8,2025-11-11,2025-11-14,BNP Paribas,APAC,Agency Bond,USD,2006328.41,3.19,0.68,DVP,RFQ,2,0.93,1,3,0,None,11,0,4.62
DEBCS0ATYLH4,2025-11-06,2025-11-09,Citibank,EMEA,Municipal Bond,JPY,2503187.27,4.81,0.64,FOP,Chat,1,0.13,1,3,0,None,11,0,7.4
FRPHK6WHTF86,2025-09-26,2025-09-27,BNP Paribas,APAC,Municipal Bond,GBP,3589034.2,0.96,2.18,FOP,RFQ,2,0.99,1,1,0,None,9,0,0.44
GBP1EEBV09M2,2025-09-18,2025-09-21,BNP Paribas,AMER,Agency Bond,GBP,7293404.57,2.3,1.23,DVP,Chat,1,0.7,0,3,1,Instruction Error,9,1,1.85
DEC26BME7Z10,2025-10-12,2025-10-14,Citibank,APAC,Agency Bond,EUR,5247044.93,1.36,1.6,DVP,FIX API,0,0.86,0,2,0,None,10,1,0.84
JPUISQRMGVG5,2025-10-23,2025-10-25,Deutsche Bank,APAC,Corporate Bond,JPY,5524780.36,4.32,0.93,DVP,RFQ,0,0.2,1,2,0,None,10,1,4.6
USKVE5K1UWX1,2025-09-17,2025-09-19,Barclays UK,EMEA,Agency Bond,EUR,8114942.1,6.3,0.57,DVP,RFQ,0,0.55,0,2,0,None,9,1,10.86
DEV4J86RJO49,2025-10-14,2025-10-15,Barclays UK,EMEA,Corporate Bond,JPY,6511471.53,2.46,2.77,DVP,Voice,0,0.94,1,1,0,None,10,1,0.88
JPMF4DSLEF42,2025-10-29,2025-11-01,Citibank,EMEA,Municipal Bond,GBP,428997.41,0.83,2.88,FOP,FIX API,0,0.69,0,3,0,None,10,0,0.29
INN1I0CQ7ZH3,2025-10-22,2025-10-23,Deutsche Bank,APAC,Municipal Bond,USD,8473767.0,6.6,0.16,FOP,Voice,1,0.82,0,1,0,None,10,1,38.82
US5IRDOC1MD8,2025-10-14,2025-10-16,HSBC,APAC,Municipal Bond,USD,1198889.28,2.18,1.52,FOP,FIX API,1,0.87,0,2,0,None,10,0,1.42
FRJL805GZYF8,2025-10-13,2025-10-14,BNP Paribas,EMEA,Agency Bond,JPY,7680760.41,4.55,0.74,FOP,Chat,0,0.35,0,1,0,None,10,1,6.07
DEJ36KZPU7P4,2025-10-11,2025-10-12,JP Morgan,EMEA,Corporate Bond,EUR,897201.77,5.82,0.2,FOP,RFQ,2,0.4,1,1,0,None,10,0,27.71
DE4DNFMKA9P6,2025-10-03,2025-10-04,BNP Paribas,AMER,Municipal Bond,JPY,6453129.13,3.99,1.91,FOP,Chat,0,0.44,0,1,1,Missing Cash,10,1,2.08
USIAFTQSBT63,2025-10-06,2025-10-07,Deutsche Bank,APAC,Sovereign Bond,EUR,3360197.26,2.02,1.4,DVP,Chat,0,0.52,0,1,0,None,10,0,1.43
FRXFOGAND7H6,2025-10-25,2025-10-27,HSBC,APAC,Agency Bond,JPY,4278322.6,3.39,2.01,FOP,FIX API,1,0.77,1,2,0,None,10,0,1.68
INVA6P9MYDY6,2025-10-26,2025-10-29,BNP Paribas,EMEA,Agency Bond,GBP,1765746.96,6.67,1.69,DVP,RFQ,1,0.85,0,3,0,None,10,0,3.92
DEQ1X645G9Y2,2025-10-13,2025-10-16,BNP Paribas,AMER,Municipal Bond,USD,3676550.44,0.75,2.56,FOP,RFQ,0,0.02,0,3,0,None,10,0,0.29
INI1D28FFUX8,2025-09-30,2025-10-02,Citibank,APAC,Agency Bond,USD,174822.63,2.29,1.7,FOP,Voice,1,0.08,0,2,1,Instruction Error,9,0,1.34
DESMB3B98L20,2025-10-08,2025-10-11,Barclays UK,AMER,Agency Bond,GBP,9005417.1,4.47,2.4,DVP,FIX API,0,0.36,1,3,0,None,10,1,1.85
DELBI552CCG5,2025-11-08,2025-11-11,Deutsche Bank,AMER,Sovereign Bond,JPY,3436713.44,5.59,0.96,DVP,RFQ,0,0.38,0,3,0,None,11,0,5.76
DEI3V642BXW6,2025-10-19,2025-10-20,JP Morgan,EMEA,Sovereign Bond,EUR,1787004.25,3.17,2.67,FOP,RFQ,2,0.02,0,1,0,None,10,0,1.18
DEJ7E6ORLC09,2025-09-16,2025-09-18,BNP Paribas,APAC,Sovereign Bond,JPY,9911559.94,4.38,0.38,DVP,RFQ,0,0.85,0,2,0,None,9,1,11.23
GBBCEEJVEA17,2025-09-27,2025-09-29,Barclays UK,EMEA,Agency Bond,JPY,8747802.0,2.29,2.26,DVP,RFQ,1,0.45,0,2,0,None,9,1,1.01
FR3PX7GOISL2,2025-09-26,2025-09-29,BNP Paribas,APAC,Agency Bond,USD,3249797.25,2.24,1.01,FOP,RFQ,1,0.32,1,3,0,None,9,0,2.2
GBQ2S7ZNYLT3,2025-11-04,2025-11-06,Barclays UK,EMEA,Agency Bond,USD,5082853.84,7.47,2.0,FOP,RFQ,0,0.7,1,2,0,None,11,1,3.72
JP07KAN83YQ7,2025-10-07,2025-10-09,Barclays UK,AMER,Agency Bond,GBP,1922247.36,5.3,1.1,FOP,Voice,0,0.75,1,2,0,None,10,0,4.77
FRYRNMCDGJ51,2025-10-02,2025-10-04,BNP Paribas,APAC,Corporate Bond,USD,4764724.97,1.67,0.3,DVP,RFQ,0,0.32,0,2,0,None,10,0,5.39
INBP26GAXVZ4,2025-11-06,2025-11-09,Deutsche Bank,APAC,Municipal Bond,USD,4310186.3,4.0,1.68,DVP,RFQ,0,0.51,0,3,0,None,11,0,2.37
USRXN3VRCRO8,2025-10-18,2025-10-21,JP Morgan,EMEA,Corporate Bond,EUR,2122881.09,4.24,2.3,FOP,RFQ,0,0.58,1,3,0,None,10,0,1.84
JP500CQOVSM0,2025-11-09,2025-11-12,Citibank,AMER,Corporate Bond,GBP,466281.49,3.48,1.36,FOP,FIX API,1,0.24,1,3,0,None,11,0,2.54
FR7XX9DJ2740,2025-10-06,2025-10-09,HSBC,EMEA,Agency Bond,EUR,6436696.29,4.73,2.73,DVP,FIX API,0,0.02,1,3,0,None,10,1,1.73
INATKQ5I1BX8,2025-10-17,2025-10-19,HSBC,AMER,Sovereign Bond,GBP,3599906.6,7.41,0.73,FOP,FIX API,0,0.18,0,2,0,None,10,0,10.01
GB2A128SHVS9,2025-09-22,2025-09-23,Barclays UK,AMER,Corporate Bond,EUR,3470880.55,6.95,0.18,FOP,Chat,0,0.53,1,1,0,None,9,0,36.58
GBOCATPQ7MJ7,2025-09-19,2025-09-22,HSBC,EMEA,Corporate Bond,GBP,2553307.22,1.44,0.2,FOP,RFQ,1,0.99,1,3,0,None,9,0,6.86
US6XLHSJHKG8,2025-10-10,2025-10-12,Barclays UK,APAC,Corporate Bond,USD,246890.39,4.7,2.2,DVP,FIX API,0,0.39,0,2,0,None,10,0,2.13
FRL30YG1AH70,2025-10-05,2025-10-06,HSBC,AMER,Corporate Bond,EUR,1612282.89,5.78,0.72,FOP,Chat,1,0.32,0,1,0,None,10,0,7.92
JP5GTRRQ6245,2025-10-19,2025-10-22,JP Morgan,AMER,Corporate Bond,GBP,9001038.01,0.86,1.82,DVP,Voice,0,0.41,1,3,0,None,10,1,0.47
INM6V33TTL72,2025-10-11,2025-10-12,BNP Paribas,AMER,Corporate Bond,GBP,6161954.36,5.0,2.46,DVP,Chat,1,0.29,1,1,0,None,10,1,2.02
FRP3RREJXHP5,2025-10-21,2025-10-22,Deutsche Bank,APAC,Corporate Bond,EUR,9574962.06,2.88,2.17,FOP,Chat,0,0.75,0,1,0,None,10,1,1.32
US6EKM489K07,2025-10-09,2025-10-10,Barclays UK,EMEA,Agency Bond,USD,2829063.03,2.14,1.6,FOP,FIX API,0,0.26,0,1,0,None,10,0,1.33
FRQCNIWGZ4D5,2025-10-12,2025-10-15,JP Morgan,EMEA,Sovereign Bond,JPY,109693.42,3.04,1.86,FOP,RFQ,0,0.77,0,3,0,None,10,0,1.63
USBCNG0PBGZ4,2025-10-08,2025-10-11,Citibank,APAC,Sovereign Bond,EUR,9856074.99,2.33,2.35,DVP,Chat,0,0.51,0,3,0,None,10,1,0.99
INJW3K5WVZT8,2025-11-01,2025-11-03,JP Morgan,AMER,Agency Bond,JPY,9666774.44,6.71,2.1,DVP,FIX API,0,0.51,0,2,0,None,11,1,3.18
JPSD8P31FNT1,2025-10-03,2025-10-04,Deutsche Bank,EMEA,Municipal Bond,EUR,3527446.73,6.95,0.71,FOP,Voice,0,0.38,0,1,0,None,10,0,9.65
JPO9YCRFBIF2,2025-10-06,2025-10-08,Citibank,AMER,Municipal Bond,GBP,141562.65,2.4,1.55,DVP,RFQ,0,0.76,0,2,0,None,10,0,1.54
FR9ZDIUAPCE0,2025-09-24,2025-09-26,Deutsche Bank,EMEA,Sovereign Bond,JPY,6684894.68,5.16,0.82,FOP,Voice,1,0.1,0,2,0,None,9,1,6.22
GBYJJFLEL2Y4,2025-09-28,2025-09-30,HSBC,APAC,Corporate Bond,GBP,2694503.55,5.86,1.99,DVP,RFQ,0,0.95,1,2,0,None,9,0,2.93
FRFRL02MJAS7,2025-10-22,2025-10-25,BNP Paribas,AMER,Corporate Bond,JPY,7034186.39,2.28,1.04,DVP,Voice,0,0.2,0,3,0,None,10,1,2.17
JPZO2BH2B2K6,2025-10-05,2025-10-06,BNP Paribas,AMER,Municipal Bond,GBP,5809461.72,1.26,1.8,FOP,Voice,2,0.63,1,1,0,None,10,1,0.7
FRIADPZZ4OL1,2025-09-18,2025-09-19,Deutsche Bank,EMEA,Municipal Bond,USD,603758.87,1.58,0.42,FOP,Chat,1,0.18,1,1,0,None,9,0,3.67
GB5C0TKB60T2,2025-11-03,2025-11-05,BNP Paribas,APAC,Sovereign Bond,USD,9229063.42,3.24,0.11,DVP,Voice,2,0.64,0,2,0,None,11,1,27.0
GBNYLSZLDYC6,2025-10-14,2025-10-15,Citibank,AMER,Agency Bond,EUR,8507354.37,1.51,1.93,DVP,Chat,0,0.17,0,1,0,None,10,1,0.78
FRYPNC0DOU04,2025-10-22,2025-10-25,HSBC,APAC,Corporate Bond,JPY,7915724.41,4.49,2.45,DVP,FIX API,0,0.15,0,3,0,None,10,1,1.83
IN1CH45IYUE7,2025-10-31,2025-11-01,BNP Paribas,AMER,Corporate Bond,JPY,7782534.2,6.74,1.73,DVP,Voice,1,0.96,0,1,0,None,10,1,3.87
FRYGAYOI2QU2,2025-11-08,2025-11-10,HSBC,AMER,Corporate Bond,USD,8510388.12,1.13,0.59,FOP,RFQ,2,0.27,1,2,0,None,11,1,1.88
JPH6B0KOQAG8,2025-09-19,2025-09-22,JP Morgan,AMER,Municipal Bond,EUR,5513793.23,3.81,2.52,FOP,RFQ,0,0.55,0,3,0,None,9,1,1.51
FR554EZEVIT2,2025-09-18,2025-09-20,BNP Paribas,APAC,Sovereign Bond,JPY,227686.86,4.89,0.31,DVP,RFQ,1,0.74,1,2,0,None,9,0,15.28
FRZVSTT8BH60,2025-09-16,2025-09-17,Deutsche Bank,AMER,Sovereign Bond,EUR,9931406.31,2.22,1.72,FOP,Voice,0,0.84,1,1,0,None,9,1,1.28
DE0DKK88GTP4,2025-09-26,2025-09-28,Deutsche Bank,APAC,Municipal Bond,USD,5257490.7,4.37,0.35,DVP,Chat,0,0.41,0,2,0,None,9,1,12.14
GB3EM5TNM0F8,2025-09-25,2025-09-26,Deutsche Bank,APAC,Corporate Bond,USD,7035902.93,5.9,1.43,FOP,RFQ,1,0.43,1,1,0,None,9,1,4.1
FROSEVBCKOO7,2025-10-03,2025-10-05,Citibank,EMEA,Agency Bond,JPY,4863346.9,4.52,0.47,FOP,RFQ,0,0.84,1,2,0,None,10,0,9.42
INS5UJRLFEJ5,2025-10-02,2025-10-05,HSBC,APAC,Agency Bond,USD,4351879.22,0.51,1.26,DVP,Voice,0,0.15,1,3,0,None,10,0,0.4
USEMT7GUYM58,2025-11-01,2025-11-04,BNP Paribas,AMER,Agency Bond,GBP,2105219.05,1.37,2.21,DVP,RFQ,0,0.75,0,3,0,None,11,0,0.62
GBOZ2IMKEQ32,2025-10-25,2025-10-26,Deutsche Bank,AMER,Municipal Bond,JPY,4694302.38,2.99,0.91,DVP,Chat,2,0.19,0,1,0,None,10,0,3.25
USUA7V35HTP8,2025-09-30,2025-10-03,HSBC,APAC,Sovereign Bond,USD,5033487.62,1.1,2.48,DVP,Chat,1,0.22,1,3,0,None,9,1,0.44
DE8NHTCMTWG0,2025-10-26,2025-10-29,Barclays UK,AMER,Corporate Bond,USD,4764910.25,5.42,0.2,FOP,Chat,2,0.04,1,3,0,None,10,0,25.81
INTTVKVGKXL4,2025-11-12,2025-11-14,Deutsche Bank,AMER,Corporate Bond,JPY,4650503.93,4.24,0.81,DVP,RFQ,2,0.73,1,2,0,None,11,0,5.17
INX0XWKA3Y53,2025-11-12,2025-11-13,BNP Paribas,AMER,Corporate Bond,JPY,8326239.12,5.77,2.62,FOP,RFQ,1,0.66,1,1,0,None,11,1,2.19
GBEA1QO4FZM5,2025-10-29,2025-10-31,HSBC,AMER,Sovereign Bond,USD,979071.38,5.74,1.92,DVP,FIX API,0,0.02,0,2,0,None,10,0,2.97
US111OVM5010,2025-10-28,2025-10-30,HSBC,APAC,Corporate Bond,EUR,1509873.06,1.55,1.5,DVP,FIX API,0,0.12,1,2,0,None,10,0,1.03
JPILSL0P5LP5,2025-11-07,2025-11-08,Barclays UK,AMER,Municipal Bond,EUR,108496.42,2.43,1.89,DVP,RFQ,1,0.6,1,1,0,None,11,0,1.28
USRHUCH319X3,2025-09-14,2025-09-16,BNP Paribas,EMEA,Corporate Bond,JPY,3972778.62,3.21,1.11,DVP,Voice,0,0.12,0,2,0,None,9,0,2.87
FRT26H1WR8J3,2025-10-01,2025-10-04,Deutsche Bank,APAC,Agency Bond,JPY,8766780.83,7.24,2.38,FOP,RFQ,0,0.62,0,3,0,None,10,1,3.03
IN08GJBZUYY6,2025-11-02,2025-11-04,Barclays UK,APAC,Municipal Bond,USD,7421184.71,1.63,2.08,FOP,Chat,0,0.43,1,2,0,None,11,1,0.78
GBSOPU2RMRZ5,2025-10-30,2025-10-31,HSBC,AMER,Municipal Bond,GBP,6560448.43,7.07,2.61,DVP,RFQ,0,0.13,0,1,0,None,10,1,2.7
IN83W69FBH98,2025-10-08,2025-10-10,HSBC,AMER,Municipal Bond,USD,8666766.88,2.11,2.11,FOP,Chat,1,0.48,1,2,0,None,10,1,1.0
FRLTCAWROTI3,2025-10-08,2025-10-09,BNP Paribas,EMEA,Municipal Bond,EUR,2500992.25,4.34,0.94,FOP,Voice,0,0.81,0,1,0,None,10,0,4.57
GBW75Z7ENEA3,2025-10-18,2025-10-21,BNP Paribas,APAC,Corporate Bond,EUR,9490168.67,4.75,0.8,FOP,Voice,0,0.83,1,3,0,None,10,1,5.86
INXJWVE58AT0,2025-10-23,2025-10-24,HSBC,EMEA,Corporate Bond,USD,3936155.84,1.87,1.85,FOP,FIX API,0,0.56,0,1,0,None,10,0,1.01
FR3M21FBZIG8,2025-10-12,2025-10-15,HSBC,EMEA,Municipal Bond,JPY,4395681.71,2.54,0.74,DVP,Voice,0,0.35,0,3,0,None,10,0,3.39
IN9IHWE4QQM6,2025-10-14,2025-10-15,Citibank,AMER,Municipal Bond,USD,3043736.89,7.13,0.86,FOP,Voice,0,0.71,1,1,0,None,10,0,8.2
JP2B33ID3N86,2025-10-29,2025-10-30,BNP Paribas,AMER,Corporate Bond,EUR,4653492.61,4.48,0.63,DVP,Voice,1,0.43,1,1,0,None,10,0,7.0
USIXUYVRYK11,2025-09-22,2025-09-24,HSBC,APAC,Municipal Bond,EUR,3590732.82,0.53,0.36,DVP,FIX API,0,0.13,1,2,0,None,9,0,1.43
JPF8GT4L4GB4,2025-10-07,2025-10-09,JP Morgan,EMEA,Corporate Bond,GBP,5151476.31,6.05,2.29,FOP,FIX API,0,0.59,1,2,0,None,10,1,2.63
FRISJHZVVEI6,2025-09-27,2025-09-30,Citibank,APAC,Municipal Bond,EUR,5735775.2,3.88,2.62,DVP,Chat,1,0.07,0,3,0,None,9,1,1.48
FRKJHH07FZD2,2025-10-28,2025-10-30,BNP Paribas,APAC,Corporate Bond,JPY,7947395.23,4.03,2.02,FOP,FIX API,0,0.77,0,2,0,None,10,1,1.99
GB1ACESR0YQ3,2025-10-12,2025-10-15,Barclays UK,APAC,Corporate Bond,GBP,4426597.09,6.74,1.79,FOP,FIX API,0,0.43,1,3,0,None,10,0,3.74
DEGVPJAJ7OI6,2025-10-14,2025-10-17,Barclays UK,APAC,Agency Bond,USD,8692422.77,3.5,1.32,DVP,Chat,0,0.49,1,3,0,None,10,1,2.63
JP1T11X1RXD8,2025-10-31,2025-11-02,HSBC,APAC,Sovereign Bond,EUR,3820054.85,6.87,1.74,FOP,FIX API,1,0.83,1,2,0,None,10,0,3.93
INUFNL4FOH54,2025-10-29,2025-10-31,Citibank,APAC,Corporate Bond,JPY,963980.89,3.64,0.79,FOP,FIX API,0,0.54,0,2,0,None,10,0,4.55
JP9CTNIS8N17,2025-10-27,2025-10-28,BNP Paribas,EMEA,Sovereign Bond,JPY,9375495.14,5.46,1.13,FOP,Voice,1,0.6,1,1,0,None,10,1,4.79
GBUO7L6VLGH2,2025-10-11,2025-10-13,Deutsche Bank,EMEA,Sovereign Bond,EUR,1394563.49,3.96,2.22,DVP,RFQ,0,0.66,0,2,0,None,10,0,1.78
GBA6ZJ2EMRK3,2025-10-31,2025-11-03,BNP Paribas,AMER,Corporate Bond,GBP,6376302.57,4.9,0.69,FOP,Voice,0,0.31,1,3,0,None,10,1,7.0
FR6VNI5JJCF6,2025-10-02,2025-10-05,Barclays UK,APAC,Agency Bond,JPY,7773593.86,2.27,0.26,DVP,Chat,0,0.77,1,3,0,None,10,1,8.41
JPX3P3G5KMG3,2025-09-25,2025-09-26,Deutsche Bank,EMEA,Municipal Bond,GBP,1258467.02,0.59,1.34,FOP,Voice,2,0.34,1,1,0,None,9,0,0.44
IN8AQAUM6R01,2025-10-30,2025-11-01,JP Morgan,APAC,Corporate Bond,GBP,3439295.51,3.76,2.12,FOP,Voice,0,0.35,0,2,0,None,10,0,1.77
FRJX9NE9XZA8,2025-10-25,2025-10-28,BNP Paribas,AMER,Municipal Bond,EUR,7966952.61,2.23,0.5,DVP,RFQ,0,0.53,1,3,0,None,10,1,4.37
INKQQM2UZ1X9,2025-09-26,2025-09-28,BNP Paribas,EMEA,Sovereign Bond,JPY,7795876.08,2.04,2.44,DVP,RFQ,0,0.67,1,2,0,None,9,1,0.83
